a,一個
branding,品牌
graves,墳墓
meadow,草甸
panther,豹
kane,凱恩
footer,頁腳
seamless,無縫
maternal,產婦
jedi,絕地武士
panty,內褲
mixes,混合
awaiting,等待
mercer,美世
roms,唯讀記憶體
goodman,古德曼
thr,三
feeder,饋線
bulls,公牛
ancestors,祖先
commercials,廣告
orion,獵戶座
chloride,氯化物
ghetto,聚居區
vineyard,葡萄園
examiner,考官
becker,貝克爾
listener,聽者
subunit,亞基
aires,艾利斯
benchmarks,基準
demanded,要求
councillor,議員
yy,YY
clarkson,克拉克森
parked,停
beneficiary,受益人
ug,呃
hurry,快點
reactor,反應器
biker,騎自行車
kiribati,基裡巴斯
fidelity,保真度
panorama,全景
retrieving,檢索
hanson,漢森
odor,氣味
sis,妹妹
roth,羅斯
financials,財務
regulators,監管機構
emi,埃米
offspring,後代
clash,衝突
carlson,卡爾森
influential,有影響
telnet,遠端登錄
wastes,廢物
flew,飛
castro,卡斯特羅
rumors,謠言
compassion,同情
solitaire,紙牌
decreasing,降低
ale,啤酒
criminals,罪犯
kaiser,凱撒
peanut,花生
freezing,凍結
emergence,出現
trumpet,小號
dishwasher,洗碗機
nauru,瑙魯
retire,退休
neurons,神經元
accomplishments,成就
holden,霍頓
rcs,RCS
apex,頂點
crimson,深紅色
needing,需要
sem,掃描電鏡
ios,愛歐斯
twentieth,二十
yds,碼
wallis,沃利斯
rhapsody,狂想曲
converters,變換器
theatres,劇院
feminist,女權擴張論者
ticker,股票
coloring,著色
ive,艾維
swinging,擺動
ecosystems,生態
pronounced,明顯
curb,抑制
reign,統治
wished,希望
clauses,第
trivial,瑣碎
deco,裝飾
incorporates,採用
brasil,巴西
webs,網
unlawful,非法的
coke,焦炭
habitats,棲息地
extensively,廣闊地
conrad,康拉德
cctv,閉路電視
sensible,懂事
stain,染色
gadget,。.gadget
leukemia,白血病
kicked,踢
bates,貝茨
transient,短暫的
remover,卸妝
baron,男爵
delightful,愉快
discography,唱片目錄
proving,證明
prod,刺
opposing,反對
dei,代
todo,待辦事項
stiff,僵硬
novice,新手
pediatrics,小兒科
personalities,個性
fury,憤怒
wore,穿
lowering,降低
spreadsheet,電子表格
puffy,浮腫
sushi,壽司
researching,研究
christchurch,克賴斯特徹奇
cane,甘蔗
thrust,推力
encoded,編碼
cruising,巡航
accountable,有責任
asap,儘快
traces,痕跡
rabbi,拉比
unicode,統一碼
hewitt,休伊特
noah,諾亞
deleting,刪除
scholarly,博學
lifestyles,生活方式
detailing,詳細
onsite,現場
fights,打架
roberto,羅伯托
swimwear,泳裝
secretaries,秘書
therapists,治療
padded,填充
circa,大約
strongest,強
appealing,吸引力
contributes,貢獻
headings,標題
contracted,承包
compilations,編譯
revise,修改
applet,小程式
scattering,散射
elbow,肘
mapquest,地圖探索
hammond,哈蒙德
stark,完全的
ridiculous,荒謬
enthusiasts,愛好者
weston,韋斯頓
dst,夏令時
pricetool,價格工具
threesomes,三人行
surroundings,環境
consolidate,鞏固
billions,數十億
lima,利馬
readiness,準備
macros,宏
suppression,抑制
msa,管理事務協定
hut,小屋
teresa,修女
secular,世俗
proficiency,熟練
majesty,陛下
procedural,程式
ultrasound,超聲波
uranium,鈾
daewoo,大宇
daniels,丹尼爾斯
distributing,分佈
stafford,斯塔福德
refusal,拒絕
honours,榮譽
fishery,漁業
antigen,抗原
labrador,拉布拉多
mgmt,管理管理
weaver,織工
quinn,奎因
cern,歐洲核子研究中心
razor,剃刀
pewter,錫
gigs,演出
estimating,估計
customization,定製
intends,擬
barbecue,烤肉
dues,會費
homosexual,同性戀
distress,窘迫
grandma,奶奶
garment,服裝
pumpkin,南瓜
oceans,海洋
bilingual,雙語
notably,特別是
outdated,過時的
belmont,貝爾蒙特
localization,地方化
aussie,澳洲人
secondly,其次
lori,羅莉
indexing,索引
cough,咳嗽
cerebral,大腦的
advisories,公告
supplying,提供
lendingtree,貸款樹
acad,阿卡德
trevor,特雷弗
displacement,位移
backwards,向後
arrows,箭頭
coatings,塗料
montserrat,蒙特塞拉特
volunteering,志願
bundles,束
pres,壓力
abundant,豐富
stretching,伸展
priests,牧師
sdk,軟體開發工具包
telecommunication,電信
esther,以斯帖記
adaptors,適配器
presumably,大概
preparedness,準備
ivoire,象牙海岸
eureka,尤里卡
deductible,扣除
constructive,建設性
spacecraft,太空船
ovens,烤爐
systemic,系統的
pcb,印刷電路板
isles,群島
plea,辯解
tibet,西藏
playoffs,季後賽
garrett,加勒特
forecasting,預測
stimulate,刺激
tas,助教
zodiac,黃道帶
inspiring,鼓舞人心的
realise,意識到
rub,擦
inlet,入口
fluids,流體
pedestrian,行人
plaintiffs,原告
masterbation,碩士分會
deposition,口供
conditioner,護髮素
violate,違反
drm,目錄管理員
specialize,專攻
accompany,陪
conveniently,順手
hesitate,猶豫
tubing,配管
bloomington,布魯明頓
pavement,路面
prey,獵物
enya,恩雅
fencing,擊劍
laurie,勞麗
artery,動脈
keller,凱勒
compares,比較
ness,海角
promoter,促進
stealth,隱身
whip,鞭子
bronx,布朗克斯
lick,舔
canopy,林冠
gloss,光澤
panda,熊貓
interchange,交換
repayment,償還
lifelong,終身
remotely,遠端
porch,門廊
pertinent,相關
collegiate,高校
construed,解釋
vanessa,瓦內薩
chf,瑞士法郎
ter,之三
gov,州長
nucleotide,核苷酸
crc,中國兒童康復委員會
listmania,清單狂熱
emailed,通過電子郵件發送
middot,中點
constants,常數
netgear,網件
symbian,塞班
clr,中羅爾
handful,把
isuzu,五十鈴
indigo,靛
eaten,吃
fletcher,弗萊徹
kelley,凱利
autobiography,自傳
excite,激發
motions,運動
prohibition,禁止
fibers,纖維
redirect,重定向
believing,相信
interoperability,互操作性
msrp,建議零售價
curtains,窗簾
emphasize,強調
retaining,擋
tuvalu,圖瓦盧
hilarious,熱鬧
concise,簡明
conditioned,條件
shampoo,洗髮水
brains,腦漿
neoplasms,腫瘤
webring,微博
artifacts,工件
salisbury,索爾茲伯里
rebels,叛軍
vac,拉ι
nan,南
sensory,感官
pointers,指標
quoting,引用
scrapbook,剪貼簿
carat,克拉
galaxies,星系
steep,陡
elegance,優雅
spreads,傳播
magnesium,鎂
socially,社會
raiders,攻略
dummies,傻瓜
microphones,麥克風
sinks,匯
dinar,第納爾
slopes,斜坡
dynasty,王朝
gu,古
pseudo,偽
unfortunate,不幸
creed,信條
volatile,揮發性的
nobel,諾貝爾
throne,寶座
chartered,特許
verlag,出版社
kenwood,建伍
pagina,帕吉納
campuses,校園
roundup,綜述
plump,豐滿
marvin,馬文
consisted,包括
uss,美國航空母艦
wwii,二戰
faxes,傳真
alkaline,鹼性
midst,中間
expire,到期
neighbours,鄰居
methyl,甲基
tesco,樂購
conversions,轉換
mansfield,曼斯菲爾德
competitor,競爭者
randolph,倫道夫
dba,分貝
territorial,領土
imac,iMac
architectures,架構
memoirs,回憶錄
borne,承擔
forgive,原諒
leases,租賃
ramada,華美達酒店
acdbline,阿克德布林
seized,抓住
denote,表示
slayer,殺手
almanac,年鑒
tempo,速度
mutations,突變
concludes,總結
gail,蓋爾
ay,哎
readable,讀
firewalls,防火牆
usable,可用
relies,依賴
prog,進度
bins,箱
fifa,國際足聯
tester,測試儀
polling,投票
purchaser,買方
cdr,CDR
tibetan,藏語
msi,。.msi
rodney,羅德尼
inserting,插入
consumables,消耗品
conway,康威
waterford,沃特福德
payne,佩恩
getty,蓋蒂
prepares,準備
responds,回應
statistically,統計
stretched,伸
programmed,程式設計
nationality,國籍
directing,指導
symmetry,對稱
mps,議員
encounters,遇到
screened,篩選
selects,選擇
agp,阿格普
spares,備件
torch,炬
cylinders,缸
unclear,清楚
olympia,奧林匹亞
depressed,沮喪
cont,續
adverts,廣告
msdn,MSDN
zurich,蘇黎士
mus,小家
salons,沙龍
bout,回合
fulton,富爾頓
haunted,鬧鬼的
hank,漢克
negligence,疏忽
lohan,羅漢
highbeam,遠光燈
transferring,轉移
nederland,荷蘭
trustpass,信任通行證
appetite,食慾
topology,拓撲學
hacks,駭客
aromatherapy,芳香療法
airborne,空降
rancho,蘭喬
attic,閣樓
endowment,天賦
skinny,瘦
sewage,污水
stockton,斯托克頓
dhcp,敦煌
avec,AVEC
antennas,天線
sensation,感覺
sundance,聖丹斯
demonstrating,展示
handicap,障礙
helper,助手
piper,胡椒屬
honorable,光榮
lifecycle,生命週期
morality,道德
wealthy,富有
clearwater,清水
stepping,步進
carlisle,卡萊爾
iraqis,伊拉克
ang,昂
unc,北卡羅來納大學
bearings,軸承
trucking,貨運
defender,辯護人
sunlight,陽光
profitability,收益性
stems,莖
wo,窩
amos,阿莫斯
fiat,菲亞特
racist,種族主義者
ventura,文圖拉
wretch,壞蛋
feather,羽毛
reboot,重新啟動
globally,全球
govern,治理
shortcut,捷徑
sixteen,十六
convey,傳達
sonoma,索諾瑪
sore,瘡
esta,埃斯塔
fairmont,費爾蒙特
aaliyah,阿利耶
evergreen,常青樹
fond,喜歡
newsgroup,新聞組
prohibit,禁止
abused,濫用
graded,分級
successor,接班人
underneath,下面
phuket,普吉島
jf,傑夫
sickness,病
smiles,微笑
brushes,刷
merged,合併
lim,林
billed,嘴
toons,卡通
noel,聖誕頌歌
audiovox,音訊
cans,罐
traits,性狀
tightly,緊密
metabolic,新陳代謝的
blinds,百葉窗
intrusion,入侵
guiana,蓋亞那
avery,艾弗里
anthology,文選
tenth,第十
prosecutor,檢察官
danielle,丹妮爾
sarasota,薩拉索塔
auditors,核數師
capsule,膠囊
aided,輔助
weighing,稱量
eternity,永恆
suspend,暫停
eff,伊芙
relied,依賴
kindly,請
cutie,可愛
sharks,鯊魚
introductions,介紹
desks,桌子
nes,。.nes
aide,助手
grandchildren,孫子
dances,舞蹈
revealing,揭示
notch,缺口
mesothelioma,間皮瘤
currents,電流
trafficking,販賣
reprinted,轉載
michele,蜜雪兒
kk,岔唰
mapped,映射
minors,未成年人
bizjournals,商業期刊
protests,抗議
fernando,費爾南多
exc,除名
seoul,首爾
columnist,專欄作家
tor,托
creampie,中出
descent,下降
illusion,幻想
elaborate,精巧
transplantation,移植
ambitious,有雄心
fra,弗拉
nwt,新世界
daytime,白天
judged,判斷
discovering,發現
analyse,分析
disturbing,令人不安
printf,普列夫
lacks,缺乏
horizons,視野
contour,輪廓
jerome,傑羅姆
gamble,賭博
resurrection,復活
decree,法令
shutter,快門
tuberculosis,結核
gravel,碎石
scrapbooking,剪貼簿
rammstein,拉姆斯坦
lieu,代替
enlarged,擴大
goodies,糖果
auth,認證
stripping,剝離
ole,奧萊
bart,巴特
residue,殘留
sequential,順序
archaeological,考古
fluctuations,波動
gina,吉娜
inspect,檢查
uniquely,唯一
rcw,RCW
babylon,巴比倫
stephens,斯蒂芬斯
poses,構成
thrice,三倍
casualty,傷亡
transforming,轉化
rsa,RSA
musings,沉思
bowie,鮑伊
notorious,臭名昭著
assert,斷言
reds,紅軍
ibid,同前
whistler,惠斯勒
sugababes,蘇加貝斯
edison,愛迪生
layouts,佈局
ths,千
designate,指定
noir,黑色
titanic,鈦
contractual,合同
acquiring,獲取
airfares,機票
sentenced,判
unchanged,變
scent,氣味
wolves,狼
upward,向上
dundee,鄧迪
judging,判斷
kicking,踢
evan,埃文
akron,阿克倫
huntsville,亨茨維爾
principe,原理
sequel,續集
knob,旋鈕
meg,梅格
herpes,皰疹
servicemagic,服務魔術
gymnastics,體操
exquisite,精緻
eli,伊
mushroom,蘑菇
newsgator,新聞鱷魚
tragic,悲劇
ounce,盎司
samantha,薩曼莎
shrink,收縮
streak,條紋
toast,。.toast
taipei,臺北
compressor,壓縮機
milano,米蘭
bh,BH
fines,罰款
stance,姿態
thirteen,十三
liberties,自由
carcinoma,癌
rebounds,籃板
knox,諾克斯
grasp,把握
sounding,測深
khz,千赫
aps,APS
professionally,專業
webmail,網路郵件
mutually,相互
hooked,上鉤的
happily,快樂地
irrelevant,不切題的
unesco,聯合國教科文組織
theodore,西奧多
buena,布埃納
compartment,車廂
gemini,雙子座
chiropractic,整脊
dove,鴿子
derive,獲得
warrants,權證
iis,國際信息系統
amnesty,大赦
testified,作證
kl,吉隆坡
supervisory,監督
coll,科爾
remembering,記住
buddhism,佛教
fairness,公平
needles,針
pretend,假裝
gloucester,格洛斯特
borrower,借用人
brittany,布列塔尼
owens,歐文斯
exodus,出埃及記
kumar,庫瑪
cunningham,坎寧安
affinity,親和力
boca,博卡拉
kinky,
beaded,串珠
presbyterian,長老
ostg,奧斯特格
quota,配額
uae,阿聯酋
wee,小
vaccines,疫苗
discreet,謹慎
throughput,輸送量
pu,濮
imp,小鬼
jumbo,巨型
sung,唱
serviced,服務
jigsaw,拼圖
whichever,無論
mack,麥克
tuscany,托斯卡納
unspecified,未指定
chooses,選擇
jsp,。.jsp
opener,器
misplace,誤放
starr,斯塔爾
tickling,發癢
turbine,渦輪
crowded,擁擠
versa,反之亦然
unreal,虛幻
elliot,埃利奧特
netbsd,淨布斯德
lowell,洛厄爾
frustration,挫折
charters,憲章
kung,龔
cleanliness,清潔
probes,探針
croatian,克羅埃西亞語
manufactures,製造
maths,數學
addison,艾迪生
dummy,虛擬
americana,美洲
unprecedented,史無前例
advisers,顧問
dissolved,溶解
wounds,傷口
insurer,保險人
inhibition,抑制
generalized,廣義
percentages,百分比
awake,醒
swivel,轉環
financially,財政上地
complexes,配合物
sanitation,環境衛生
lett,萊特
ally,盟友
physiological,生理
varsity,校
collectively,集體
flint,燧石
frustrated,沮喪
px,圖元
studs,螺栓
modifying,修改
isis,伊希斯
ger,德國
inverse,逆
pradesh,邦
verdict,判決
muhammad,穆罕默德
multicast,組播
rhetoric,修辭
impulse,衝動
allegedly,據稱
solidarity,團結
lister,立斯特
proton,質子
alma,阿爾瑪
recurring,經常性
holt,霍爾特
dickinson,狄金森
clifton,克利夫頓
incubus,夢魘
kaplan,卡普蘭
hanover,漢諾威
christi,克裡斯蒂
burnt,燒毀
nominee,候選人
certifications,認證
medals,獎牌
cy,西
commenced,開始
beetle,甲蟲
creditors,債權人
surveyed,調查
owe,欠
bicycles,自行車
complainant,原告
satellites,衛星
majestic,雄偉
converts,轉換
knowledgeable,知識
roast,烤
inhibitor,抑製劑
employing,雇用
ballroom,舞廳
cabins,小木屋
debuginfo,調試資訊
testers,測試
tis,提斯
coherent,相幹
critically,批判
stevenson,史蒂文森
ignoring,忽略
clifford,克利福德
dull,鈍痛
linens,床單
localities,地方
omni,全方位
composers,作曲家
accelerate,加速
hummer,悍馬
permitting,允許
questioning,質疑
manifest,清單
petty,小
encore,曲
smash,粉碎
bees,蜜蜂
behave,做人
hatred,仇恨
unsure,拿不準
shiny,閃亮
hyperlink,超連結
carmel,卡梅爾
putative,推定的
som,索姆
indications,跡象
reciprocal,倒數
zeppelin,飛艇
getaway,逃走
motorsports,賽車運動
kimberly,金伯利
braun,布勞恩
jimi,吉米
angelina,安吉麗娜
felix,費利克斯
robbins,羅賓斯
telefonsex,電話性愛
presario,普雷薩里奧
psa,公益廣告
dinosaur,恐龍
dlp,DLP
scarf,圍巾
energies,能量
claimant,原告
abusive,虐待
apprentice,學徒
obscure,模糊
warehousing,入倉
filesize,檔大小
destructive,破壞的
strangers,陌生人
sockets,插座
antibiotics,抗生素
ample,充足
tac,戰術
merits,優點
repealed,廢除
riviera,海濱
landfill,堆填區
countless,無數
listeners,聽眾
ashland,亞什蘭
sophomore,大二
royce,羅伊斯
verisign,威瑞信
voor,沃爾
celebrex,西樂葆
garland,花環
glamour,魅力
entrepreneurship,創業
beard,鬍子
mov,。.mov
hated,討厭
napoleon,拿破崙
principals,校長
registrations,註冊
hud,平視顯示器
itinerary,行程
fools,傻瓜
spicy,辣
percentile,百分比
discoveries,發現
economical,經濟
sidney,西德尼
cheerleaders,啦啦隊員
sigh,歎息
wavelength,波長
blocker,阻滯劑
trolley,手推車
linkage,聯動
transvestites,異裝癖者
friedman,弗裡德曼
chronological,按時間先後
frankly,坦率地說
slashdot,斜杠
tawnee,陶尼
coolpix,酷圖元
miniatures,微縮模型
ruins,廢墟
wedge,楔
mock,類比
hyper,超
adjusting,調整
sergeant,中士
dependencies,依賴
afp,法新社
madthumbs,瘋拇指
burger,漢堡
syrian,敘利亞
chateau,城堡
kd,KD
benton,本頓
microscopy,顯微術
denis,鄧尼斯
accomodation,住宿
melt,融化
competitiveness,競爭力
homestead,家園
peggy,佩吉
counselors,輔導員
changer,換
bats,蝙蝠
mcafee,邁克菲
ripper,開膛手
sheila,希拉
patriots,愛國者
linkin,林金
scooters,摩托車
cites,引用
tha,塔
clipboard,剪貼板
encouragement,鼓勵
reactive,反應性的
protectors,保護
ezine,埃齊內
faux,人造
supervised,監督
ned,斯內德
organisational,組織
tailor,裁縫
chocolates,巧克力
pascal,帕斯卡
gmail,谷歌郵箱
interpreting,解釋
disadvantages,弊
pollutants,污染物
interiors,內部
cypress,柏樹
directorate,董事會
courtney,柯特妮
prospectus,招股說明書
gamer,玩家
abbott,雅培
reserveamerica,儲備美洲
savvy,精明
alexa,亞歷克薩
utf,聯合電信聯合會
cooperate,合作
grease,油
dreaming,做夢
sanitary,衛生
uploads,上傳
serenity,寧靜
implants,植入物
mushrooms,蘑菇
norms,規範
fortunate,幸運
addr,位址
premise,前提
diablo,暗黑
hormones,激素
geoffrey,傑弗里
hype,大肆宣傳
silva,席爾瓦
alibaba,阿裡巴巴
urinary,泌尿
gallons,加侖
ore,礦石
terri,特麗
sheridan,謝里丹
institut,研究所
interpretations,解釋
pant,喘氣
cairns,凱恩斯
nfs,非專利技術指標
faults,故障
attainment,達到
rite,儀式
epidemic,流行
edi,電子數據交換
condoms,避孕套
variants,變種
prima,首席
alba,阿爾巴
realization,實現
zelda,塞爾達
replay,重播
chord,和弦
lattice,格子
turf,草皮
seated,坐
dong,盾
asphalt,瀝青
absorbed,投入
lac,紫膠
directives,指令
palms,手掌
underworld,黑社會
fetal,胎兒的
reportedly,據說
cinnamon,肉桂
sirius,天狼星
discharged,出院
vous,沃斯
kudoz,庫多茲
lawsuits,訴訟
improper,不當
ig,IG
rebuilding,重建
flavors,口味
livingston,利文斯頓
shifted,轉移
commenting,評論
corrective,糾正
teachings,教義
probing,探討
refreshing,刷新
placebo,安慰劑
textures,紋理
contingent,隊伍
dilemma,兩難
youngest,年輕
irons,鐵杆
competency,能力
tangible,有形
smoked,熏
xv,十五
berg,冰山
lotto,樂天
quickcheck,快速檢查
comet,彗星
hawks,鷹派
fowler,捕鳥者
muse,繆斯
tyne,泰恩
baltic,波羅的海
ziff,齊夫
nanotechnology,納米技術
verses,詩句
amplitude,波幅
lust,慾望
